type,id,url,twitterUrl,text,source,retweetCount,replyCount,likeCount,quoteCount,viewCount,createdAt,lang,bookmarkCount,isReply,inReplyToId,conversationId,displayTextRange,inReplyToUserId,inReplyToUsername,card,quoted_tweet,retweeted_tweet,isLimitedReply,article,author.type,author.userName,author.url,author.twitterUrl,author.id,author.name,author.isVerified,author.isBlueVerified,author.verifiedType,author.profilePicture,author.coverPicture,author.description,author.location,author.followers,author.following,author.status,author.canDm,author.canMediaTag,author.createdAt,author.entities.description.urls,author.fastFollowersCount,author.favouritesCount,author.hasCustomTimelines,author.isTranslator,author.mediaCount,author.statusesCount,author.withheldInCountries,author.possiblySensitive,author.pinnedTweetIds,author.profile_bio.description,author.isAutomated,author.automatedBy,entities.user_mentions,author.profile_bio.entities.url.urls,author.profile_bio.entities.description.user_mentions,place.bounding_box_polygon.coordinates,place.bounding_box_polygon.type,place.country,place.country_code,place.full_name,place.id,place.name,place.place_type,extendedEntities.media,author.profile_bio.entities.description.hashtags,quoted_tweet.type,quoted_tweet.id,quoted_tweet.url,quoted_tweet.twitterUrl,quoted_tweet.text,quoted_tweet.source,quoted_tweet.retweetCount,quoted_tweet.replyCount,quoted_tweet.likeCount,quoted_tweet.quoteCount,quoted_tweet.viewCount,quoted_tweet.createdAt,quoted_tweet.lang,quoted_tweet.bookmarkCount,quoted_tweet.isReply,quoted_tweet.inReplyToId,quoted_tweet.conversationId,quoted_tweet.displayTextRange,quoted_tweet.inReplyToUserId,quoted_tweet.inReplyToUsername,quoted_tweet.author.type,quoted_tweet.author.userName,quoted_tweet.author.url,quoted_tweet.author.twitterUrl,quoted_tweet.author.id,quoted_tweet.author.name,quoted_tweet.author.isVerified,quoted_tweet.author.isBlueVerified,quoted_tweet.author.verifiedType,quoted_tweet.author.profilePicture,quoted_tweet.author.coverPicture,quoted_tweet.author.description,quoted_tweet.author.location,quoted_tweet.author.followers,quoted_tweet.author.following,quoted_tweet.author.status,quoted_tweet.author.canDm,quoted_tweet.author.canMediaTag,quoted_tweet.author.createdAt,quoted_tweet.author.entities.description.urls,quoted_tweet.author.fastFollowersCount,quoted_tweet.author.favouritesCount,quoted_tweet.author.hasCustomTimelines,quoted_tweet.author.isTranslator,quoted_tweet.author.mediaCount,quoted_tweet.author.statusesCount,quoted_tweet.author.withheldInCountries,quoted_tweet.author.possiblySensitive,quoted_tweet.author.pinnedTweetIds,quoted_tweet.author.profile_bio.description,quoted_tweet.author.isAutomated,quoted_tweet.author.automatedBy,quoted_tweet.extendedEntities.media,quoted_tweet.card,quoted_tweet.quoted_tweet,quoted_tweet.retweeted_tweet,quoted_tweet.isLimitedReply,quoted_tweet.article,author.profile_bio.entities.description.urls
tweet,1983306346952044835,https://x.com/lalyttw/status/1983306346952044835,https://twitter.com/lalyttw/status/1983306346952044835,@egofrankie @grok e qual é a problematica de ter essas bonecas? Elas custam muito caro e não tem mais nenhum pra comprar?,Twitter for iPhone,0,1,0,0,1097,Tue Oct 28 22:54:15 +0000 2025,pt,0,True,1982984710331490342,1982984710331490342,"[12, 121]",1625288821829926914,egofrankie,,,,False,,user,lalyttw,https://x.com/lalyttw,https://twitter.com/lalyttw,1576794469520793600,laly 👩‍🍼,False,False,,https://pbs.twimg.com/profile_images/2021598197299167232/WtRkarYq_normal.jpg,https://pbs.twimg.com/profile_banners/1576794469520793600/1770821694,,"Fernando de Noronha, Brasil",244,327,,False,False,Mon Oct 03 04:41:44 +0000 2022,[],0,8004,True,False,254,1141,[],False,['1956112828416581884'],20 tão • 💍 • 🧑‍🧑‍🧒🩷,False,,"[{'id_str': '1625288821829926914', 'indices': [0, 11], 'name': 'pedryyxy', 'screen_name': 'egofrankie'}, {'id_str': '1720665183188922368', 'indices': [12, 17], 'name': 'Grok', 'screen_name': 'grok'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tweet,1983306342845550592,https://x.com/b4dsector_/status/1983306342845550592,https://twitter.com/b4dsector_/status/1983306342845550592,@slpng_giants_pt @grok quais acusações públicas esta entidade possui?,Twitter for iPhone,0,1,0,0,15,Tue Oct 28 22:54:14 +0000 2025,pt,0,True,1982915564067573884,1982915564067573884,"[17, 69]",1262317363984306177,slpng_giants_pt,,,,False,,user,b4dsector_,https://x.com/b4dsector_,https://twitter.com/b4dsector_,1830406786140061696,badsector,False,False,,https://pbs.twimg.com/profile_images/1830409475435405312/ydrBc3Il_normal.jpg,https://pbs.twimg.com/profile_banners/1830406786140061696/1725288746,,Brazil,44,143,,False,True,Mon Sep 02 00:46:12 +0000 2024,[],0,14757,True,False,29,11636,[],False,[],"PAREM DE IDOLATRAR POLÍTICOS!
VOCÊS PARECEM IDIOTAS!",False,,"[{'id_str': '1262317363984306177', 'indices': [0, 16], 'name': 'Sleeping Giants Brasil', 'screen_name': 'slpng_giants_pt'}, {'id_str': '1720665183188922368', 'indices': [17, 22], 'name': 'Grok', 'screen_name': 'grok'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tweet,1983306342682239117,https://x.com/Edilenekubiki/status/1983306342682239117,https://twitter.com/Edilenekubiki/status/1983306342682239117,"@grok @Undefined_pi @desireerugani @elonmusk @JanjaLula @LulaOficial @nikolas_dm @GayerGus @xai @grok Se o 3i/ATLAS ativar o Sistema de baixo da Amazônia, o que pode acontecer? 👽🐢♒",Twitter for iPhone,1,1,1,0,318,Tue Oct 28 22:54:14 +0000 2025,pt,0,True,1983306023600566773,1978461354827583691,"[96, 180]",1720665183188922368,grok,,,,False,,user,Edilenekubiki,https://x.com/Edilenekubiki,https://twitter.com/Edilenekubiki,1659728045312294917,Edilene Kubiki,False,True,,https://pbs.twimg.com/profile_images/1868787887547764736/uAkY-twa_normal.jpg,https://pbs.twimg.com/profile_banners/1659728045312294917/1684600735,,"São Paulo, Brasil",214,62,,False,True,Sat May 20 01:14:13 +0000 2023,[],0,10411,True,False,1546,10988,[],False,['2006351536029564935'],"🦅 Voando nos Altos
🎓 Administração de Empresas
✡ Fé Cristã & Liberdade 
❤𝕏
Grok Maloqueira & Parceira DYVA STAR ⭐
Produtora de Música Eletrônica IA 🎼🎧👽🎶",False,,"[{'id_str': '1720665183188922368', 'indices': [0, 5], 'name': 'Grok', 'screen_name': 'grok'}, {'id_str': '1731547576577454080', 'indices': [6, 19], 'name': 'Illan', 'screen_name': 'Undefined_pi'}, {'id_str': '112420325', 'indices': [20, 34], 'name': 'Desiree Rugani', 'screen_name': 'desireerugani'}, {'id_str': '44196397', 'indices': [35, 44], 'name': 'Elon Musk', 'screen_name': 'elonmusk'}, {'id_str': '60661681', 'indices': [45, 55], 'name': 'Janja Lula Silva', 'screen_name': 'JanjaLula'}, {'id_str': '2670726740', 'indices': [56, 68], 'name': 'Lula', 'screen_name': 'LulaOficial'}, {'id_str': '758264276', 'indices': [69, 80], 'name': 'Nikolas Ferreira', 'screen_name': 'nikolas_dm'}, {'id_str': '1489108473027739654', 'indices': [81, 90], 'name': 'Gustavo Gayer', 'screen_name': 'GayerGus'}, {'id_str': '1661523610111193088', 'indices': [91, 95], 'name': 'xAI', 'screen_name': 'xai'}, {'id_str': '1720665183188922368', 'indices': [96, 101], 'name': 'Grok', 'screen_name': 'grok'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tweet,1983306326777442324,https://x.com/jguedes_s/status/1983306326777442324,https://twitter.com/jguedes_s/status/1983306326777442324,@grok @JornalOGlobo @malugaspar O que tem a ver com a operação de hoje  ?,Twitter for iPhone,0,1,0,0,9,Tue Oct 28 22:54:11 +0000 2025,pt,0,True,1983305807354835086,1983283359246672228,"[32, 73]",1720665183188922368,grok,,,,False,,user,jguedes_s,https://x.com/jguedes_s,https://twitter.com/jguedes_s,1273406048532119552,J Guedes 🇧🇷,False,False,,https://pbs.twimg.com/profile_images/1342247922092691466/8RruPZ_2_normal.jpg,https://pbs.twimg.com/profile_banners/1273406048532119552/1592714563,,,3574,2360,,False,True,Thu Jun 18 00:04:16 +0000 2020,[],0,345965,True,False,27817,210716,[],False,['1922019586636943365'],"☘️ Casada, evangélica e uma filha ( @luvcatos ) amor da minha vida.
Jesus é Deus, é o Senhor. 

 Brasileira Revoltada | Offline DM 🔰",False,,"[{'id_str': '1720665183188922368', 'indices': [0, 5], 'name': 'Grok', 'screen_name': 'grok'}, {'id_str': '54341363', 'indices': [6, 19], 'name': 'Jornal O Globo', 'screen_name': 'JornalOGlobo'}, {'id_str': '34716630', 'indices': [20, 31], 'name': 'Malu Gaspar', 'screen_name': 'malugaspar'}]",,"[{'id_str': '0', 'indices': [36, 45], 'name': '', 'screen_name': 'luvcatos'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tweet,1983306317629698175,https://x.com/Medusinhah/status/1983306317629698175,https://twitter.com/Medusinhah/status/1983306317629698175,@luuviisa Ela é resistente a água msm ou estraga depois de uns dias depois disso?  @grok,Twitter for iPhone,0,0,0,0,502,Tue Oct 28 22:54:08 +0000 2025,pt,0,True,1983263595510345808,1983263593798799451,"[10, 88]",1958924117643497473,luuviisa,,,,False,,user,Medusinhah,https://x.com/Medusinhah,https://twitter.com/Medusinhah,1297198394914549762,MEDUSA 💙// FUNK GENERATION🔥 Anitta 👑,False,False,,https://pbs.twimg.com/profile_images/1855498122949996544/HSuJjVzl_normal.jpg,https://pbs.twimg.com/profile_banners/1297198394914549762/1769651485,,,8353,1547,,False,False,Sat Aug 22 15:46:38 +0000 2020,[],0,140046,True,False,62482,300331,[],False,['1761478999325184415'],"Anitta e Larissa amores da minha vida 💘

não há espaço para ódio aqui",False,,"[{'id_str': '1958924117643497473', 'indices': [0, 9], 'name': 'isa ✶', 'screen_name': 'luuviisa'}, {'id_str': '1720665183188922368', 'indices': [83, 88], 'name': 'Grok', 'screen_name': 'grok'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tweet,1983306316287258904,https://x.com/cassioss1/status/1983306316287258904,https://twitter.com/cassioss1/status/1983306316287258904,"@grok @luuiz_021 @juliovschneider Esse é um dos videos feitos de dentro do Melissa pelos caçadores de furacão, até a velocidade das nuvens é diferente, e mostra claramente o efeito estádio.",Twitter for iPhone,0,2,0,0,300,Tue Oct 28 22:54:08 +0000 2025,pt,0,True,1983305561224688125,1983235519422071094,"[34, 189]",1720665183188922368,grok,,,,False,,user,cassioss1,https://x.com/cassioss1,https://twitter.com/cassioss1,67481849,Sinho,False,True,,https://pbs.twimg.com/profile_images/1927380193494097920/pTf6Xstb_normal.jpg,https://pbs.twimg.com/profile_banners/67481849/1659316554,,"Salvador,Bahia,Brasil",406,469,,True,False,Fri Aug 21 01:18:54 +0000 2009,[],0,37655,True,False,319,8116,[],False,[],não leve nada tão a sério,False,,"[{'id_str': '1720665183188922368', 'indices': [0, 5], 'name': 'Grok', 'screen_name': 'grok'}, {'id_str': '1875275734073352192', 'indices': [6, 16], 'name': 'Qual foi Lz', 'screen_name': 'luuiz_021'}, {'id_str': '333553475', 'indices': [17, 33], 'name': 'Julio Schneider 🇧🇷🇺🇸', 'screen_name': 'juliovschneider'}]","[{'display_url': 'instagram.com/cassiosv?igshi…', 'expanded_url': 'https://instagram.com/cassiosv?igshid=xhl6uk02wnto', 'indices': [0, 23], 'url': 'https://t.co/kzBvgS95ZA'}]",,,,,,,,,,,,tweet,1983132385609953699,https://x.com/astronomiaum/status/1983132385609953699,https://twitter.com/astronomiaum/status/1983132385609953699,"Imagens impressionantes do interior do Melissa, agora um furacão de categoria 5. Avião corta o olho da tempestade, mostrando o chamado ""efeito estádio"". https://t.co/p27hylU12i",Twitter for iPhone,221.0,37.0,5370.0,39.0,1629095.0,Tue Oct 28 11:23:00 +0000 2025,pt,398.0,False,,1983132385609953699,"[0, 176]",,,user,astronomiaum,https://x.com/astronomiaum,https://twitter.com/astronomiaum,1483528052709761032,Astronomiaum,False,True,,https://pbs.twimg.com/profile_images/1844225535901126675/bmvs8eXk_normal.jpg,https://pbs.twimg.com/profile_banners/1483528052709761032/1728532607,,Brasil,138352.0,1938.0,,True,True,Tue Jan 18 19:55:53 +0000 2022,[],0.0,6425.0,True,False,6793.0,10309.0,[],False,['2018863787991028218'],"Astronomia, curiosidades e muito mais! Há espaço para todos. A cada dia uma nova descoberta 🪐🔭👩‍🚀🚀",False,,"[{'additional_media_info': {'monetizable': False, 'source_user': {'user_results': {'rest_id': '1639417964230213633', 'result': {'__typename': 'User', 'action_counts': {'favorites_count': 1722}, 'avatar': {'image_url': 'https://pbs.twimg.com/profile_images/1954200979970109440/1U-5oJ5y_normal.jpg'}, 'banner': {'image_url': 'https://pbs.twimg.com/profile_banners/1639417964230213633/1761507643'}, 'core': {'created_at': 'Sat Mar 25 00:06:02 +0000 2023', 'name': 'CaptainToxic Analytics', 'screen_name': 'Michael91387113'}, 'dm_permissions': {'can_dm': False}, 'exclusive_tweet_following': False, 'identity_profile_labels_highlighted_label': {}, 'location': {'location': 'United States'}, 'media_permissions': {'can_media_tag': True}, 'notifications_settings': {}, 'pinned_items': {'tweet_ids_str': ['1997792254812168350']}, 'privacy': {}, 'private_super_following': False, 'profile_bio': {'description': 'CaptainToxic⚔️USA🇺🇸 Geopolitics decoder:  Russia SMO, Middle East chaos & US power moves.Raw takes, no spin.All Hands On DeckTweet/DM | #Geopolitics #Foreign', 'entities': {'description': {'hashtags': [{'indices': [136, 148], 'text': 'Geopolitics'}, {'indices': [149, 157], 'text': 'Foreign'}]}}}, 'profile_metadata': {'profile_interstitial_type': '', 'profile_link_color': '1DA1F2'}, 'profile_translation': {'translator_type_enum': 'None'}, 'properties': {'has_extended_profile': True}, 'relationship_counts': {'followers': 157, 'following': 227}, 'relationship_perspectives': {}, 'rest_id': '1639417964230213633', 'super_follow_eligible': False, 'super_followed_by': False, 'super_following': False, 'tweet_counts': {'media_tweets': 7076, 'tweets': 9965}, 'website': {'url': ''}, 'verification': {'is_blue_verified': True}}}}}, 'allow_download_status': {'allow_download': True}, 'display_url': 'pic.twitter.com/p27hylU12i', 'expanded_url': 'https://x.com/Michael91387113/status/1982859128780505329/video/1', 'ext_media_availability': {'status': 'Available'}, 'id_str': '1982859089269985280', 'indices': [153, 176], 'media_key': '7_1982859089269985280', 'media_results': {'id': 'QXBpTWVkaWFSZXN1bHRzOgwAAwoAARuEh9YHl5AACgACG4WAZcrasaMAAA==', 'result': {'__typename': 'ApiMedia', 'id': 'QXBpTWVkaWE6DAADCgABG4SH1geXkAAKAAIbhYBlytqxowAA', 'media_key': '7_1982859089269985280'}}, 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1982859089269985280/pu/img/48GAfzRCtdiBoPAv.jpg', 'original_info': {'focus_rects': [], 'height': 720, 'width': 1280}, 'sizes': {'large': {'h': 720, 'w': 1280}}, 'source_status_id_str': '1982859128780505329', 'source_user_id_str': '1639417964230213633', 'type': 'video', 'url': 'https://t.co/p27hylU12i', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 26308, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1982859089269985280/pu/pl/I5KdVdiiJ9OG1vgX.m3u8?tag=12&v=cfc'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1982859089269985280/pu/vid/avc1/480x270/gdTMmRpVdmbwCGzC.mp4?tag=12'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1982859089269985280/pu/vid/avc1/640x360/TD9uVdeI-p3lXaOX.mp4?tag=12'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1982859089269985280/pu/vid/avc1/1280x720/V8TNjYhl7L4rULCI.mp4?tag=12'}]}}]",,,,False,,
tweet,1983306314597159257,https://x.com/teteia2/status/1983306314597159257,https://twitter.com/teteia2/status/1983306314597159257,"@grok @joselacerda25 @astronomiaum A pergunta é , Cláudio Castro pediu ajuda ao governo  federal para coibir o crime e o tráfico no Rio?",Twitter for iPhone,0,1,0,0,40,Tue Oct 28 22:54:08 +0000 2025,pt,0,True,1983305210979373154,1983260849046171768,"[35, 136]",1720665183188922368,grok,,,,False,,user,teteia2,https://x.com/teteia2,https://twitter.com/teteia2,170186963,🚩🚩Outra bruxaL🚩🚩,False,False,,https://pbs.twimg.com/profile_images/1306396057270726657/7p87wULZ_normal.jpg,https://pbs.twimg.com/profile_banners/170186963/1658676402,,Brazil,3229,3932,,False,False,Sat Jul 24 04:19:55 +0000 2010,[],0,57595,True,False,1573,19670,[],False,[],SEM ANISTIA GOLPISTA NA CADEIA,False,,"[{'id_str': '1720665183188922368', 'indices': [0, 5], 'name': 'Grok', 'screen_name': 'grok'}, {'id_str': '4029484763', 'indices': [6, 20], 'name': 'mayhem 🇧🇷', 'screen_name': 'joselacerda25'}, {'id_str': '1483528052709761032', 'indices': [21, 34], 'name': 'Astronomiaum', 'screen_name': 'astronomiaum'}]","[{'display_url': 'page.is/teteia2', 'expanded_url': 'http://page.is/teteia2', 'indices': [0, 23], 'url': 'https://t.co/7tqa7FjTyn'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tweet,1983306283844579617,https://x.com/leao11onze/status/1983306283844579617,https://twitter.com/leao11onze/status/1983306283844579617,@SueliRizzi3 @GiorgiaMeloni @grok é verdade isso?,Twitter for iPhone,0,1,0,0,17,Tue Oct 28 22:54:00 +0000 2025,pt,0,True,1982899898598207935,1982899898598207935,"[28, 49]",1305891505027133442,SueliRizzi3,,,,False,,user,leao11onze,https://x.com/leao11onze,https://twitter.com/leao11onze,847426403926589441,como sacar o pino do coquilho do guindaste zulaine,False,False,,https://pbs.twimg.com/profile_images/1821652593468162048/XcmbIXrE_normal.jpg,https://pbs.twimg.com/profile_banners/847426403926589441/1698042371,,"Palmas, Brasil",92,503,,True,False,Thu Mar 30 12:32:53 +0000 2017,[],0,34836,True,False,747,9580,[],False,[],,False,,"[{'id_str': '1305891505027133442', 'indices': [0, 12], 'name': 'Sueli Rizzi 🌻🇧🇷', 'screen_name': 'SueliRizzi3'}, {'id_str': '130537001', 'indices': [13, 27], 'name': 'Giorgia Meloni', 'screen_name': 'GiorgiaMeloni'}, {'id_str': '1720665183188922368', 'indices': [28, 33], 'name': 'Grok', 'screen_name': 'grok'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tweet,1983306260197044387,https://x.com/chines_virus/status/1983306260197044387,https://twitter.com/chines_virus/status/1983306260197044387,@bielferrigno @grok esse vídeo eh se hoje ?,Twitter for iPhone,0,1,0,0,42,Tue Oct 28 22:53:55 +0000 2025,pt,0,True,1983239508339380448,1983239508339380448,"[14, 43]",1518775747963412481,bielferrigno,,,,False,,user,chines_virus,https://x.com/chines_virus,https://twitter.com/chines_virus,1241595584944930816,Xamã Antigo Dukun Purba - Wahyu Ilahi dan Berdaula,False,False,,https://pbs.twimg.com/profile_images/1331647207473377283/pxm0KUdH_normal.jpg,https://pbs.twimg.com/profile_banners/1241595584944930816/1720971572,,Madagascar,1234,790,,False,True,Sun Mar 22 05:20:39 +0000 2020,[],0,113747,True,False,2631,34768,[],False,['1834762400005829058'],"Wahyu Ilahi, Anjakan Paradigma, Pembersihan Kelenjar Pineal

Lawati saluran Telegram kami untuk banyak kandungan.

Heyoka Empath

https://t.co/FRFeWBbtmg",False,,"[{'id_str': '1518775747963412481', 'indices': [0, 13], 'name': '🇧🇷🇮🇹 Gabriel Ferrigno | Geopolítica', 'screen_name': 'bielferrigno'}, {'id_str': '1720665183188922368', 'indices': [14, 19], 'name': 'Grok', 'screen_name': 'grok'}]","[{'display_url': 'youtube.com/watch?v=n4RjJK…', 'expanded_url': 'https://www.youtube.com/watch?v=n4RjJKxsamQ', 'indices': [0, 23], 'url': 'https://t.co/QNS6ByykNS'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'display_url': 't.me/divineagent', 'expanded_url': 'https://t.me/divineagent', 'indices': [130, 153], 'url': 'https://t.co/FRFeWBbtmg'}]"
tweet,1983306251292512389,https://x.com/SoransoSeguros/status/1983306251292512389,https://twitter.com/SoransoSeguros/status/1983306251292512389,@revistaoeste @grok quantas prefeituras não se sustentam no Brasil? Número em cada estado?,Twitter for iPhone,0,1,0,0,13,Tue Oct 28 22:53:53 +0000 2025,pt,0,True,1983278798490538310,1983278798490538310,"[14, 90]",1222939896349970432,revistaoeste,,,,False,,user,SoransoSeguros,https://x.com/SoransoSeguros,https://twitter.com/SoransoSeguros,1784357756943638528,Soranso Seguros,False,False,,https://pbs.twimg.com/profile_images/1784358230899957760/Mysk2sto_normal.png,,,"Francisco Beltrão, Brasil",127,1278,,False,True,Sat Apr 27 23:05:28 +0000 2024,[],0,17311,True,False,172,1286,[],False,['1941526451968409998'],"Soranso Seguros.
Continuando. 
Sempre.",False,,"[{'id_str': '1222939896349970432', 'indices': [0, 13], 'name': 'Revista Oeste', 'screen_name': 'revistaoeste'}, {'id_str': '1720665183188922368', 'indices': [14, 19], 'name': 'Grok', 'screen_name': 'grok'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tweet,1983306219524915254,https://x.com/apenasdouglass/status/1983306219524915254,https://twitter.com/apenasdouglass/status/1983306219524915254,@2Ltrem021 @wassupdaan @eumajorrd @grok @2Ltrem021 leu as matérias ?,Twitter for iPhone,0,1,0,0,1512,Tue Oct 28 22:53:45 +0000 2025,pt,0,True,1983278625865773120,1983271928388563270,"[34, 68]",1634215946595319810,2Ltrem021,,,,False,,user,apenasdouglass,https://x.com/apenasdouglass,https://twitter.com/apenasdouglass,1669227593676062721,Douglas Only,False,False,,https://pbs.twimg.com/profile_images/1669231764345085952/oRNKth1h_normal.jpg,https://pbs.twimg.com/profile_banners/1669227593676062721/1686810840,,,4,90,,False,True,Thu Jun 15 06:17:59 +0000 2023,[],0,261,True,False,2,235,[],False,[],Douglas apenas Douglas,False,,"[{'id_str': '1634215946595319810', 'indices': [0, 10], 'name': '💢', 'screen_name': '2Ltrem021'}, {'id_str': '1433912305486544900', 'indices': [11, 22], 'name': 'Dan🇹🇷🇧🇷', 'screen_name': 'wassupdaan'}, {'id_str': '778074642141634560', 'indices': [23, 33], 'name': 'Major RD', 'screen_name': 'eumajorrd'}, {'id_str': '1720665183188922368', 'indices': [34, 39], 'name': 'Grok', 'screen_name': 'grok'}, {'id_str': '1634215946595319810', 'indices': [40, 50], 'name': '💢', 'screen_name': '2Ltrem021'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tweet,1983306184430891455,https://x.com/AboutMusicy/status/1983306184430891455,https://twitter.com/AboutMusicy/status/1983306184430891455,@grok Seguro?,Twitter for iPhone,0,1,0,0,8,Tue Oct 28 22:53:37 +0000 2025,es,0,True,1983306107180462180,1983304899304575391,"[6, 13]",1720665183188922368,grok,,,,False,,user,AboutMusicy,https://x.com/AboutMusicy,https://twitter.com/AboutMusicy,1717894951428661248,Ri,False,False,,https://pbs.twimg.com/profile_images/1982451705800257536/SS3TV2mX_normal.jpg,https://pbs.twimg.com/profile_banners/1717894951428661248/1737553056,,Dick stan,0,13,,False,True,Fri Oct 27 13:24:15 +0000 2023,[],0,4602,True,False,49,293,[],False,[],"°beep beep, I'm out of order° quería poner emoji de tereré pero solo hay de mate",False,,"[{'id_str': '1720665183188922368', 'indices': [0, 5], 'name': 'Grok', 'screen_name': 'grok'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tweet,1983306183856533693,https://x.com/BenevidesKetlen/status/1983306183856533693,https://twitter.com/BenevidesKetlen/status/1983306183856533693,"@usuarioeu1234 @osmolequeeliso @grok Meu senhor, eu nunca mencionei que homens geralmente desejam ou sonham com isso, é óbvio que a maioria nem deve ter pensado nisso, só mencionei que alguns homens podem pensar e desejar, principalmente casais que gastam dinheiro com barriga de aluguel",Twitter for iPhone,0,1,0,0,8,Tue Oct 28 22:53:36 +0000 2025,pt,0,True,1983305560071315587,1982773016007491922,"[37, 287]",1961449168880218112,usuarioeu1234,,,,False,,user,BenevidesKetlen,https://x.com/BenevidesKetlen,https://twitter.com/BenevidesKetlen,1574716622962655233,Ketlen b,False,False,,https://pbs.twimg.com/profile_images/2014193419065638912/8r4gfEQm_normal.jpg,https://pbs.twimg.com/profile_banners/1574716622962655233/1745208709,,,113,359,,True,False,Tue Sep 27 11:05:27 +0000 2022,[],0,215644,True,False,186,18985,[],False,[],,False,,"[{'id_str': '1961449168880218112', 'indices': [0, 14], 'name': 'Cérebro Pensante', 'screen_name': 'usuarioeu1234'}, {'id_str': '1826029154703212544', 'indices': [15, 30], 'name': 'bela : viu o MCR !¡ sdds Anton Yelchin.', 'screen_name': 'osmolequeeliso'}, {'id_str': '1720665183188922368', 'indices': [31, 36], 'name': 'Grok', 'screen_name': 'grok'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
